Sp,Estado,Rec,Diametro
Menticirrhus ophicephalus,Pg2,Previt,50.72458744
Menticirrhus ophicephalus,Pg2,Previt,64.43473471
Menticirrhus ophicephalus,Pg2,Previt,53.04090314
Menticirrhus ophicephalus,Pg2,Previt,50.09683526
Menticirrhus ophicephalus,Pg2,Previt,58.4366605
Menticirrhus ophicephalus,Pg2,Previt,52.47478241
Menticirrhus ophicephalus,Pg2,Previt,65.78859908
Menticirrhus ophicephalus,Pg2,Previt,52.00101218
Menticirrhus ophicephalus,Pg2,Previt,51.52726653
Menticirrhus ophicephalus,CA,Previt,99.4260451
Menticirrhus ophicephalus,CA,Previt,118.9355813
Menticirrhus ophicephalus,CA,Previt,115.7575394
Menticirrhus ophicephalus,CA,Previt,106.741518
Menticirrhus ophicephalus,CA,Previt,113.0223819
Menticirrhus ophicephalus,CA,Previt,111.7414804
Menticirrhus ophicephalus,CA,Previt,129.29412
Menticirrhus ophicephalus,CA,Previt,110.9013108
Menticirrhus ophicephalus,CA,Previt,114.6099486
Menticirrhus ophicephalus,CA,Previt,108.1448725
Menticirrhus ophicephalus,CA,Previt,109.6112534
Menticirrhus ophicephalus,CA,Previt,116.7283611
Menticirrhus ophicephalus,CA,Previt,111.8222338
Menticirrhus ophicephalus,CA,Previt,109.6643979
Menticirrhus ophicephalus,CA,Previt,105.0737742
Menticirrhus ophicephalus,CA,Previt,111.4741578
Menticirrhus ophicephalus,CA,Previt,119.6971561
Menticirrhus ophicephalus,CA,Previt,102.8416349
Menticirrhus ophicephalus,CA,Previt,129.8788266
Menticirrhus ophicephalus,CA,Previt,113.786881
Menticirrhus ophicephalus,CA,Previt,115.7992844
Menticirrhus ophicephalus,CA,Previt,126.124735
Menticirrhus ophicephalus,CA,Previt,114.3246614
Menticirrhus ophicephalus,CA,Previt,121.4212302
Menticirrhus ophicephalus,CA,Previt,98.67595334
Menticirrhus ophicephalus,CA,Previt,118.3285514
Menticirrhus ophicephalus,CA,Previt,136.3519508
Menticirrhus ophicephalus,CA,Previt,117.6122849
Menticirrhus ophicephalus,CA,Previt,115.9365945
Menticirrhus ophicephalus,CA,Previt,97.65858882
Menticirrhus ophicephalus,CA,Previt,105.7943452
Menticirrhus ophicephalus,CA,Previt,113.5585978
Menticirrhus ophicephalus,CA,Previt,110.3515127
Menticirrhus ophicephalus,CA,Previt,124.1734362
Menticirrhus ophicephalus,CA,Previt,121.3391826
Menticirrhus ophicephalus,CA,Previt,114.6877577
Menticirrhus ophicephalus,CA,Previt,127.0837262
Menticirrhus ophicephalus,CA,Previt,117.3670898
Menticirrhus ophicephalus,CA,Previt,112.4618635
Menticirrhus ophicephalus,CA,Previt,109.4800847
Menticirrhus ophicephalus,CA,Previt,118.891699
Menticirrhus ophicephalus,CA,Previt,109.453326
Menticirrhus ophicephalus,CA,Previt,121.0811621
Menticirrhus ophicephalus,CA,Previt,116.7085446
Menticirrhus ophicephalus,CA,Previt,125.7920152
Menticirrhus ophicephalus,CA,Previt,121.1859039
Menticirrhus ophicephalus,CA,Previt,121.6577439
Menticirrhus ophicephalus,CA,Previt,110.0078883
Menticirrhus ophicephalus,CA,Previt,109.9790269
Menticirrhus ophicephalus,CA,Previt,114.1197454
Menticirrhus ophicephalus,Vtg1,Vit,147.1349557
Menticirrhus ophicephalus,Vtg1,Vit,127.8128734
Menticirrhus ophicephalus,Vtg1,Vit,149.9138594
Menticirrhus ophicephalus,Vtg1,Vit,125.4534264
Menticirrhus ophicephalus,Vtg1,Vit,145.9751804
Menticirrhus ophicephalus,Vtg1,Vit,136.495328
Menticirrhus ophicephalus,Vtg1,Vit,139.6375148
Menticirrhus ophicephalus,Vtg1,Vit,165.785535
Menticirrhus ophicephalus,Vtg1,Vit,137.7275339
Menticirrhus ophicephalus,Vtg1,Vit,148.4957295
Menticirrhus ophicephalus,Vtg1,Vit,126.7775885
Menticirrhus ophicephalus,Vtg1,Vit,125.4631783
Menticirrhus ophicephalus,Vtg1,Vit,161.6573918
Menticirrhus ophicephalus,Vtg1,Vit,162.4692441
Menticirrhus ophicephalus,Vtg1,Vit,142.8694473
Menticirrhus ophicephalus,Vtg1,Vit,136.9287427
Menticirrhus ophicephalus,Vtg1,Vit,143.2698497
Menticirrhus ophicephalus,Vtg1,Vit,152.8040488
Menticirrhus ophicephalus,Vtg1,Vit,174.5200336
Menticirrhus ophicephalus,Vtg1,Vit,143.0337577
Menticirrhus ophicephalus,Vtg1,Vit,165.6280904
Menticirrhus ophicephalus,Vtg1,Vit,162.5003282
Menticirrhus ophicephalus,Vtg1,Vit,148.5101221
Menticirrhus ophicephalus,Vtg1,Vit,165.4333717
Menticirrhus ophicephalus,Vtg1,Vit,138.1026443
Menticirrhus ophicephalus,Vtg1,Vit,127.7765057
Menticirrhus ophicephalus,Vtg1,Vit,118.1648439
Menticirrhus ophicephalus,Vtg1,Vit,160.202554
Menticirrhus ophicephalus,Vtg1,Vit,114.2703017
Menticirrhus ophicephalus,Vtg1,Vit,127.2555587
Menticirrhus ophicephalus,Vtg1,Vit,166.9906879
Menticirrhus ophicephalus,Vtg1,Vit,156.3711677
Menticirrhus ophicephalus,Vtg1,Vit,151.3482625
Menticirrhus ophicephalus,Vtg1,Vit,127.4147731
Menticirrhus ophicephalus,Vtg1,Vit,181.1810358
Menticirrhus ophicephalus,Vtg1,Vit,129.3292081
Menticirrhus ophicephalus,Vtg1,Vit,129.8442847
Menticirrhus ophicephalus,Vtg1,Vit,153.3649031
Menticirrhus ophicephalus,Vtg1,Vit,145.8084821
Menticirrhus ophicephalus,Vtg1,Vit,138.0839239
Menticirrhus ophicephalus,Vtg1,Vit,128.036302
Menticirrhus ophicephalus,Vtg1,Vit,125.8879859
Menticirrhus ophicephalus,Vtg1,Vit,135.6742172
Menticirrhus ophicephalus,Vtg1,Vit,122.9886029
Menticirrhus ophicephalus,Vtg1,Vit,144.2219797
Menticirrhus ophicephalus,Vtg1,Vit,151.5623739
Menticirrhus ophicephalus,Vtg1,Vit,122.3379125
Menticirrhus ophicephalus,Vtg1,Vit,155.895141
Menticirrhus ophicephalus,Vtg1,Vit,156.5441846
Menticirrhus ophicephalus,Vtg1,Vit,145.941674
Menticirrhus ophicephalus,Vtg2,Vit,143.7349003
Menticirrhus ophicephalus,Vtg2,Vit,171.9759123
Menticirrhus ophicephalus,Vtg2,Vit,202.5232618
Menticirrhus ophicephalus,Vtg2,Vit,231.0426782
Menticirrhus ophicephalus,Vtg2,Vit,223.0972086
Menticirrhus ophicephalus,Vtg2,Vit,197.6824136
Menticirrhus ophicephalus,Vtg2,Vit,133.0400417
Menticirrhus ophicephalus,Vtg2,Vit,216.5836448
Menticirrhus ophicephalus,Vtg2,Vit,197.3986479
Menticirrhus ophicephalus,Vtg2,Vit,191.3143207
Menticirrhus ophicephalus,Vtg2,Vit,228.7182737
Menticirrhus ophicephalus,Vtg2,Vit,163.9262234
Menticirrhus ophicephalus,Vtg2,Vit,184.1447109
Menticirrhus ophicephalus,Vtg2,Vit,266.3186545
Menticirrhus ophicephalus,Vtg2,Vit,172.5956458
Menticirrhus ophicephalus,Vtg2,Vit,205.0464489
Menticirrhus ophicephalus,Vtg2,Vit,217.1102682
Menticirrhus ophicephalus,Vtg2,Vit,133.7229157
Menticirrhus ophicephalus,Vtg2,Vit,119.2880883
Menticirrhus ophicephalus,Vtg2,Vit,196.4130959
Menticirrhus ophicephalus,Vtg2,Vit,224.373761
Menticirrhus ophicephalus,Vtg2,Vit,113.8484537
Menticirrhus ophicephalus,Vtg2,Vit,188.7433399
Menticirrhus ophicephalus,Vtg2,Vit,184.5926373
Menticirrhus ophicephalus,Vtg2,Vit,256.6966214
Menticirrhus ophicephalus,Vtg2,Vit,217.5293815
Menticirrhus ophicephalus,Vtg2,Vit,186.6744602
Menticirrhus ophicephalus,Vtg2,Vit,194.4263877
Menticirrhus ophicephalus,Vtg2,Vit,247.6940903
Menticirrhus ophicephalus,Vtg2,Vit,196.7052136
Menticirrhus ophicephalus,Vtg2,Vit,196.7453136
Menticirrhus ophicephalus,Vtg2,Vit,166.7258625
Menticirrhus ophicephalus,Vtg2,Vit,199.8295884
Menticirrhus ophicephalus,Vtg2,Vit,203.2863599
Menticirrhus ophicephalus,Vtg2,Vit,225.1773248
Menticirrhus ophicephalus,Vtg2,Vit,177.6239071
Menticirrhus ophicephalus,Vtg2,Vit,220.5431095
Menticirrhus ophicephalus,Vtg2,Vit,171.5392275
Menticirrhus ophicephalus,Vtg2,Vit,215.9685138
Menticirrhus ophicephalus,Vtg2,Vit,202.6915544
Menticirrhus ophicephalus,Vtg2,Vit,169.4973464
Menticirrhus ophicephalus,Vtg2,Vit,174.1409445
Menticirrhus ophicephalus,Vtg2,Vit,184.8512126
Menticirrhus ophicephalus,Vtg2,Vit,156.7640237
Menticirrhus ophicephalus,Vtg2,Vit,190.2770971
Menticirrhus ophicephalus,Vtg2,Vit,220.9886309
Menticirrhus ophicephalus,Vtg2,Vit,290.159124
Menticirrhus ophicephalus,Vtg2,Vit,191.0622835
Menticirrhus ophicephalus,Vtg2,Vit,213.0248672
Menticirrhus ophicephalus,Vtg2,Vit,220.3501424
Menticirrhus ophicephalus,Vtg3,Vit,383.522923
Menticirrhus ophicephalus,Vtg3,Vit,483.0615916
Menticirrhus ophicephalus,Vtg3,Vit,453.0828878
Menticirrhus ophicephalus,Vtg3,Vit,349.1162331
Menticirrhus ophicephalus,Vtg3,Vit,413.4082351
Menticirrhus ophicephalus,Vtg3,Vit,463.297304
Menticirrhus ophicephalus,Vtg3,Vit,405.1738434
Menticirrhus ophicephalus,Vtg3,Vit,402.7233378
Menticirrhus ophicephalus,Vtg3,Vit,384.4128291
Menticirrhus ophicephalus,Vtg3,Vit,364.2803477
Menticirrhus ophicephalus,Vtg3,Vit,467.0989499
Menticirrhus ophicephalus,Vtg3,Vit,497.7180964
Menticirrhus ophicephalus,Vtg3,Vit,420.1266919
Menticirrhus ophicephalus,Vtg3,Vit,399.6734102
Menticirrhus ophicephalus,Vtg3,Vit,509.5590151
Menticirrhus ophicephalus,Vtg3,Vit,419.05761
Menticirrhus ophicephalus,Vtg3,Vit,430.2940046
Menticirrhus ophicephalus,Vtg3,Vit,454.5671943
Menticirrhus ophicephalus,Vtg3,Vit,363.0930054
Menticirrhus ophicephalus,Vtg3,Vit,391.5034443
Menticirrhus ophicephalus,Vtg3,Vit,393.0942558
Menticirrhus ophicephalus,Vtg3,Vit,389.3920333
Menticirrhus ophicephalus,Vtg3,Vit,459.7267708
Menticirrhus ophicephalus,Vtg3,Vit,311.7805796
Menticirrhus ophicephalus,Vtg3,Vit,442.3500325
Menticirrhus ophicephalus,Vtg3,Vit,491.0919955
Menticirrhus ophicephalus,Vtg3,Vit,428.8136507
Menticirrhus ophicephalus,Vtg3,Vit,410.8543416
Menticirrhus ophicephalus,Vtg3,Vit,375.4092141
Menticirrhus ophicephalus,Vtg3,Vit,454.0377567
Menticirrhus ophicephalus,Vtg3,Vit,344.7374756
Menticirrhus ophicephalus,Vtg3,Vit,437.0354549
Menticirrhus ophicephalus,Vtg3,Vit,380.102413
Menticirrhus ophicephalus,Vtg3,Vit,515.6330947
Menticirrhus ophicephalus,Vtg3,Vit,463.5628638
Menticirrhus ophicephalus,Vtg3,Vit,447.6553327
Menticirrhus ophicephalus,Vtg3,Vit,433.6316185
Menticirrhus ophicephalus,Vtg3,Vit,390.8603246
Menticirrhus ophicephalus,Vtg3,Vit,481.4646763
Menticirrhus ophicephalus,Vtg3,Vit,469.5728461
Menticirrhus ophicephalus,Vtg3,Vit,404.4442907
Menticirrhus ophicephalus,Vtg3,Vit,388.734138
Menticirrhus ophicephalus,Vtg3,Vit,417.5288764
Menticirrhus ophicephalus,Vtg3,Vit,449.9925646
Menticirrhus ophicephalus,Vtg3,Vit,374.2185297
Menticirrhus ophicephalus,Vtg3,Vit,438.10553
Menticirrhus ophicephalus,Vtg3,Vit,309.7329209
Menticirrhus ophicephalus,Vtg3,Vit,393.7368411
Menticirrhus ophicephalus,Vtg3,Vit,385.9008376
Menticirrhus ophicephalus,Vtg3,Vit,453.537018
Menticirrhus ophicephalus,Vtg4,Vit,589.9929053
Menticirrhus ophicephalus,Vtg4,Vit,555.6561819
Menticirrhus ophicephalus,Vtg4,Vit,525.4847449
Menticirrhus ophicephalus,Vtg4,Vit,635.3657988
Menticirrhus ophicephalus,Vtg4,Vit,547.1296112
Menticirrhus ophicephalus,Vtg4,Vit,557.5600558
Menticirrhus ophicephalus,Vtg4,Vit,635.0519774
Menticirrhus ophicephalus,Vtg4,Vit,578.0452096
Menticirrhus ophicephalus,Vtg4,Vit,532.9521107
Menticirrhus ophicephalus,Vtg4,Vit,666.9474804
Menticirrhus ophicephalus,Vtg4,Vit,493.4901004
Menticirrhus ophicephalus,Vtg4,Vit,549.116909
Menticirrhus ophicephalus,Vtg4,Vit,643.4596792
Menticirrhus ophicephalus,Vtg4,Vit,670.9626707
Menticirrhus ophicephalus,Vtg4,Vit,699.8939372
Menticirrhus ophicephalus,Vtg4,Vit,533.8459239
Menticirrhus ophicephalus,Vtg4,Vit,516.468561
Menticirrhus ophicephalus,Vtg4,Vit,460.7741188
Menticirrhus ophicephalus,Vtg4,Vit,706.9466102
Menticirrhus ophicephalus,Vtg4,Vit,503.3527868
Menticirrhus ophicephalus,Vtg4,Vit,580.4811517
Menticirrhus ophicephalus,Vtg4,Vit,595.5441638
Menticirrhus ophicephalus,Vtg4,Vit,623.3181672
Menticirrhus ophicephalus,Vtg4,Vit,586.821184
Menticirrhus ophicephalus,Vtg4,Vit,408.5415885
Menticirrhus ophicephalus,Vtg4,Vit,617.5238752
Menticirrhus ophicephalus,Vtg4,Vit,586.8541732
Menticirrhus ophicephalus,Vtg4,Vit,581.1488672
Menticirrhus ophicephalus,Vtg4,Vit,506.2690139
Menticirrhus ophicephalus,Vtg4,Vit,621.0992485
Menticirrhus ophicephalus,Vtg4,Vit,650.4069011
Menticirrhus ophicephalus,Vtg4,Vit,587.4769443
Menticirrhus ophicephalus,Vtg4,Vit,578.3988419
Menticirrhus ophicephalus,Vtg4,Vit,612.6283247
Menticirrhus ophicephalus,Vtg4,Vit,582.1089467
Menticirrhus ophicephalus,Vtg4,Vit,579.5920097
Menticirrhus ophicephalus,Vtg4,Vit,453.2136637
Menticirrhus ophicephalus,Vtg4,Vit,658.8368232
Menticirrhus ophicephalus,Vtg4,Vit,588.4920314
Menticirrhus ophicephalus,Vtg4,Vit,585.8784811
Menticirrhus ophicephalus,Vtg4,Vit,694.1395655
Menticirrhus ophicephalus,Vtg4,Vit,534.3874121
Menticirrhus ophicephalus,Vtg4,Vit,618.8088493
Menticirrhus ophicephalus,Vtg4,Vit,590.6968156
Menticirrhus ophicephalus,Vtg4,Vit,548.5983035
Menticirrhus ophicephalus,Vtg4,Vit,545.4817536
Menticirrhus ophicephalus,Vtg4,Vit,475.7372774
Menticirrhus ophicephalus,Vtg4,Vit,591.5363334
Menticirrhus ophicephalus,Vtg4,Vit,382.0156853
Menticirrhus ophicephalus,Vtg4,Vit,607.186302
Menticirrhus ophicephalus,GVM,Vit,701.7281645
Menticirrhus ophicephalus,GVM,Vit,670.9766597
Menticirrhus ophicephalus,GVM,Vit,559.2248809
Menticirrhus ophicephalus,GVM,Vit,590.2624647
Menticirrhus ophicephalus,GVM,Vit,763.6767267
Menticirrhus ophicephalus,GVM,Vit,648.8140152
Menticirrhus ophicephalus,GVM,Vit,706.398095
Menticirrhus ophicephalus,GVM,Vit,680.2888702
Menticirrhus ophicephalus,GVM,Vit,716.3169091
Menticirrhus ophicephalus,GVM,Vit,603.5484671
Menticirrhus ophicephalus,GVM,Vit,647.5583017
Menticirrhus ophicephalus,GVM,Vit,531.1604651
Menticirrhus ophicephalus,GVM,Vit,701.3766171
Menticirrhus ophicephalus,GVM,Vit,662.6405709
Menticirrhus ophicephalus,GVM,Vit,679.4466773
Menticirrhus ophicephalus,GVM,Vit,730.6848496
Menticirrhus ophicephalus,GVM,Vit,703.1306538
Menticirrhus ophicephalus,GVM,Vit,813.1369307
Menticirrhus ophicephalus,GVM,Vit,732.4817772
Menticirrhus ophicephalus,GVM,Vit,655.521043
Menticirrhus ophicephalus,GVM,Vit,666.1718623
Menticirrhus ophicephalus,GVM,Vit,815.8159784
Menticirrhus ophicephalus,GVM,Vit,716.1799883
Menticirrhus ophicephalus,GVM,Vit,725.1177064
Menticirrhus ophicephalus,GVM,Vit,731.9476764
Menticirrhus ophicephalus,GVM,Vit,614.9089198
Menticirrhus ophicephalus,GVM,Vit,772.2293127
Menticirrhus ophicephalus,GVM,Vit,518.8719202
Menticirrhus ophicephalus,GVM,Vit,740.3028241
Menticirrhus ophicephalus,GVM,Vit,861.0415315
Menticirrhus ophicephalus,GVM,Vit,639.3409444
Menticirrhus ophicephalus,GVM,Vit,669.6909788
Menticirrhus ophicephalus,GVM,Vit,707.8643903
Menticirrhus ophicephalus,GVM,Vit,634.6299275
Menticirrhus ophicephalus,GVM,Vit,719.0347572
Menticirrhus ophicephalus,GVM,Vit,665.8048751
Menticirrhus ophicephalus,GVM,Vit,751.2437281
Menticirrhus ophicephalus,GVM,Vit,859.6049271
Menticirrhus ophicephalus,GVM,Vit,581.1950459
Menticirrhus ophicephalus,GVM,Vit,644.0996721
Menticirrhus ophicephalus,GVM,Vit,742.658363
Menticirrhus ophicephalus,GVM,Vit,718.3519452
Menticirrhus ophicephalus,GVM,Vit,687.6843781
Menticirrhus ophicephalus,GVM,Vit,648.2565797
Menticirrhus ophicephalus,GVM,Vit,699.2488179
Menticirrhus ophicephalus,GVM,Vit,699.2790341
Menticirrhus ophicephalus,GVM,Vit,729.8998491
Menticirrhus ophicephalus,GVM,Vit,702.8742763
Menticirrhus ophicephalus,GVM,Vit,675.3165185
Menticirrhus ophicephalus,GVM,Vit,566.6452073
Menticirrhus ophicephalus,Hyd,Vit,810.912616
Menticirrhus ophicephalus,Hyd,Vit,750.2079632
Menticirrhus ophicephalus,Hyd,Vit,777.5846391
Menticirrhus ophicephalus,Hyd,Vit,652.8274286
Menticirrhus ophicephalus,Hyd,Vit,690.1294729
Menticirrhus ophicephalus,Hyd,Vit,830.3348412
Menticirrhus ophicephalus,Hyd,Vit,741.7725914
Menticirrhus ophicephalus,Hyd,Vit,707.8321681
Menticirrhus ophicephalus,Hyd,Vit,633.130977
Menticirrhus ophicephalus,Hyd,Vit,650.9933726
Menticirrhus ophicephalus,Hyd,Vit,655.7907673
Menticirrhus ophicephalus,Hyd,Vit,734.3914039
Menticirrhus ophicephalus,Hyd,Vit,866.8546424
Menticirrhus ophicephalus,Hyd,Vit,756.474383
Menticirrhus ophicephalus,Hyd,Vit,664.4016047
Menticirrhus ophicephalus,Hyd,Vit,748.0677854
Menticirrhus ophicephalus,Hyd,Vit,781.8175986
Menticirrhus ophicephalus,Hyd,Vit,659.7290242
Menticirrhus ophicephalus,Hyd,Vit,640.2527481
Menticirrhus ophicephalus,Hyd,Vit,855.3643477
Menticirrhus ophicephalus,Hyd,Vit,799.8814839
Menticirrhus ophicephalus,Hyd,Vit,778.4373329
Menticirrhus ophicephalus,Hyd,Vit,695.4224814
Menticirrhus ophicephalus,Hyd,Vit,770.0928442
Menticirrhus ophicephalus,Hyd,Vit,869.1235134
Menticirrhus ophicephalus,Hyd,Vit,708.2887808
Menticirrhus ophicephalus,Hyd,Vit,879.1951101
Menticirrhus ophicephalus,Hyd,Vit,675.9630859
Menticirrhus ophicephalus,Hyd,Vit,869.5349267
Menticirrhus ophicephalus,Hyd,Vit,809.0786903
Menticirrhus ophicephalus,Hyd,Vit,670.2136119
Menticirrhus ophicephalus,Hyd,Vit,745.3781094
Menticirrhus ophicephalus,Hyd,Vit,766.555767
Menticirrhus ophicephalus,Hyd,Vit,631.1680814
Menticirrhus ophicephalus,Hyd,Vit,787.5712898
Menticirrhus ophicephalus,Hyd,Vit,797.5947744
Menticirrhus ophicephalus,Hyd,Vit,967.1952302
Menticirrhus ophicephalus,Hyd,Vit,836.544594
Menticirrhus ophicephalus,Hyd,Vit,827.4964606
Menticirrhus ophicephalus,Hyd,Vit,937.7379486
Menticirrhus ophicephalus,Hyd,Vit,788.2422403
Menticirrhus ophicephalus,Hyd,Vit,811.354585
Menticirrhus ophicephalus,Hyd,Vit,759.9513369
Menticirrhus ophicephalus,Hyd,Vit,847.9904668
Menticirrhus ophicephalus,Hyd,Vit,867.8238034
Menticirrhus ophicephalus,Hyd,Vit,798.5844539
Menticirrhus ophicephalus,Hyd,Vit,661.7816088
Menticirrhus ophicephalus,Hyd,Vit,536.8707743
Menticirrhus ophicephalus,Hyd,Vit,792.5388963
Menticirrhus ophicephalus,Hyd,Vit,650.1467615
Paralonchurus peruanus,Pg1,Previt,52.60915425
Paralonchurus peruanus,Pg1,Previt,39.13843208
Paralonchurus peruanus,Pg1,Previt,41.40083945
Paralonchurus peruanus,Pg1,Previt,51.7343981
Paralonchurus peruanus,Pg1,Previt,27.62149587
Paralonchurus peruanus,Pg1,Previt,66.3895519
Paralonchurus peruanus,Pg1,Previt,22.61906408
Paralonchurus peruanus,Pg1,Previt,45.46306954
Paralonchurus peruanus,Pg1,Previt,53.13691016
Paralonchurus peruanus,Pg1,Previt,32.60912421
Paralonchurus peruanus,Pg1,Previt,37.74022569
Paralonchurus peruanus,Pg1,Previt,47.13469311
Paralonchurus peruanus,Pg1,Previt,41.7389231
Paralonchurus peruanus,Pg1,Previt,29.59940195
Paralonchurus peruanus,Pg1,Previt,50.80171354
Paralonchurus peruanus,Pg1,Previt,58.30676071
Paralonchurus peruanus,Pg1,Previt,31.73799626
Paralonchurus peruanus,Pg1,Previt,40.04881099
Paralonchurus peruanus,Pg1,Previt,51.77404162
Paralonchurus peruanus,Pg1,Previt,47.17466027
Paralonchurus peruanus,Pg1,Previt,32.39414868
Paralonchurus peruanus,Pg1,Previt,35.44687567
Paralonchurus peruanus,Pg1,Previt,23.10720316
Paralonchurus peruanus,Pg1,Previt,60.67147766
Paralonchurus peruanus,Pg1,Previt,48.48177577
Paralonchurus peruanus,Pg1,Previt,24.6034543
Paralonchurus peruanus,Pg1,Previt,40.98969633
Paralonchurus peruanus,Pg1,Previt,53.99716938
Paralonchurus peruanus,Pg1,Previt,34.0532848
Paralonchurus peruanus,Pg1,Previt,33.14288507
Paralonchurus peruanus,Pg1,Previt,26.07009854
Paralonchurus peruanus,Pg1,Previt,26.28928101
Paralonchurus peruanus,Pg1,Previt,33.05774874
Paralonchurus peruanus,Pg1,Previt,52.4870626
Paralonchurus peruanus,Pg1,Previt,29.70140026
Paralonchurus peruanus,Pg1,Previt,58.2343614
Paralonchurus peruanus,Pg1,Previt,45.93733582
Paralonchurus peruanus,Pg1,Previt,34.54578741
Paralonchurus peruanus,Pg1,Previt,28.77227607
Paralonchurus peruanus,Pg1,Previt,29.07221382
Paralonchurus peruanus,Pg1,Previt,27.70314386
Paralonchurus peruanus,Pg1,Previt,48.0225647
Paralonchurus peruanus,Pg1,Previt,45.89175241
Paralonchurus peruanus,Pg1,Previt,45.03681316
Paralonchurus peruanus,Pg1,Previt,36.39424772
Paralonchurus peruanus,Pg1,Previt,26.73157146
Paralonchurus peruanus,Pg1,Previt,19.31260422
Paralonchurus peruanus,Pg1,Previt,37.32554981
Paralonchurus peruanus,Pg1,Previt,58.88218572
Paralonchurus peruanus,Pg1,Previt,42.60518457
Paralonchurus peruanus,Pg2,Previt,82.11002954
Paralonchurus peruanus,Pg2,Previt,69.73785333
Paralonchurus peruanus,Pg2,Previt,73.87180395
Paralonchurus peruanus,Pg2,Previt,50.41896812
Paralonchurus peruanus,Pg2,Previt,91.76056341
Paralonchurus peruanus,Pg2,Previt,66.50842062
Paralonchurus peruanus,Pg2,Previt,51.60776851
Paralonchurus peruanus,Pg2,Previt,72.12543137
Paralonchurus peruanus,Pg2,Previt,68.19752405
Paralonchurus peruanus,Pg2,Previt,54.76092911
Paralonchurus peruanus,Pg2,Previt,54.90996368
Paralonchurus peruanus,Pg2,Previt,61.77704239
Paralonchurus peruanus,Pg2,Previt,33.22417679
Paralonchurus peruanus,Pg2,Previt,77.20627135
Paralonchurus peruanus,Pg2,Previt,68.38182722
Paralonchurus peruanus,Pg2,Previt,98.970556
Paralonchurus peruanus,Pg2,Previt,46.77869399
Paralonchurus peruanus,Pg2,Previt,69.21455078
Paralonchurus peruanus,Pg2,Previt,98.25277791
Paralonchurus peruanus,Pg2,Previt,39.5489298
Paralonchurus peruanus,Pg2,Previt,62.15861939
Paralonchurus peruanus,Pg2,Previt,67.82094279
Paralonchurus peruanus,Pg2,Previt,72.68334732
Paralonchurus peruanus,Pg2,Previt,78.46577962
Paralonchurus peruanus,Pg2,Previt,82.48646106
Paralonchurus peruanus,Pg2,Previt,80.50592899
Paralonchurus peruanus,Pg2,Previt,38.35336711
Paralonchurus peruanus,Pg2,Previt,85.16281133
Paralonchurus peruanus,Pg2,Previt,91.84757941
Paralonchurus peruanus,Pg2,Previt,78.25736812
Paralonchurus peruanus,Pg2,Previt,62.89785286
Paralonchurus peruanus,Pg2,Previt,82.19312708
Paralonchurus peruanus,Pg2,Previt,60.14083884
Paralonchurus peruanus,Pg2,Previt,65.59498888
Paralonchurus peruanus,Pg2,Previt,78.79481784
Paralonchurus peruanus,Pg2,Previt,56.37409431
Paralonchurus peruanus,Pg2,Previt,74.07461896
Paralonchurus peruanus,Pg2,Previt,75.76009641
Paralonchurus peruanus,Pg2,Previt,48.37882985
Paralonchurus peruanus,Pg2,Previt,94.01568984
Paralonchurus peruanus,Pg2,Previt,60.38746553
Paralonchurus peruanus,Pg2,Previt,59.20954756
Paralonchurus peruanus,Pg2,Previt,73.42869867
Paralonchurus peruanus,Pg2,Previt,69.26522005
Paralonchurus peruanus,Pg2,Previt,74.87765039
Paralonchurus peruanus,Pg2,Previt,76.04975425
Paralonchurus peruanus,Pg2,Previt,87.27567428
Paralonchurus peruanus,Pg2,Previt,60.80117009
Paralonchurus peruanus,Pg2,Previt,98.17151136
Paralonchurus peruanus,Pg2,Previt,41.18842277
Paralonchurus peruanus,CA,Previt,120.2782863
Paralonchurus peruanus,CA,Previt,120.8080377
Paralonchurus peruanus,CA,Previt,96.21715784
Paralonchurus peruanus,CA,Previt,126.4923988
Paralonchurus peruanus,CA,Previt,85.20495826
Paralonchurus peruanus,CA,Previt,72.06016504
Paralonchurus peruanus,CA,Previt,129.4577643
Paralonchurus peruanus,CA,Previt,95.92043263
Paralonchurus peruanus,CA,Previt,97.15178822
Paralonchurus peruanus,CA,Previt,141.3543079
Paralonchurus peruanus,CA,Previt,77.11538243
Paralonchurus peruanus,CA,Previt,104.5146327
Paralonchurus peruanus,CA,Previt,80.29642262
Paralonchurus peruanus,CA,Previt,111.2963757
Paralonchurus peruanus,CA,Previt,76.78734706
Paralonchurus peruanus,CA,Previt,91.17492653
Paralonchurus peruanus,CA,Previt,120.393111
Paralonchurus peruanus,CA,Previt,104.3713639
Paralonchurus peruanus,CA,Previt,124.4502533
Paralonchurus peruanus,CA,Previt,95.80341375
Paralonchurus peruanus,CA,Previt,82.54010206
Paralonchurus peruanus,CA,Previt,107.3636744
Paralonchurus peruanus,CA,Previt,102.4088968
Paralonchurus peruanus,CA,Previt,46.23203569
Paralonchurus peruanus,CA,Previt,150.5299802
Paralonchurus peruanus,CA,Previt,118.5759049
Paralonchurus peruanus,CA,Previt,86.34410274
Paralonchurus peruanus,CA,Previt,107.4032088
Paralonchurus peruanus,CA,Previt,116.663475
Paralonchurus peruanus,CA,Previt,139.9847695
Paralonchurus peruanus,CA,Previt,97.23616303
Paralonchurus peruanus,CA,Previt,93.51927146
Paralonchurus peruanus,CA,Previt,68.34905244
Paralonchurus peruanus,CA,Previt,78.86360367
